title,author,price,currency,seller_name,seller_city,seller_region,seller_country,about,binding,condition,edition,isbn,publisher,year_published,availability,searched,edmonton,signed
The Great Jesus Debates: 4 Early Church Battles About the Person and Work of Jesus,Douglas W. Johnson,6.47,USD,SecondSale,Montgomery,IL,U.S.A.,"Condition: Good. Item in good condition. Textbooks may not include supplemental items i.e. CDs, access codes etc. ",Paperback,UsedCondition,,9780758608628,Concordia Publishing,2006.0,InStock,abebooks -  - early work,False,False
"The Early Comedies. Writers and Their Work, No.129","Traversi, Derek und William Shakespeare:",2.28,USD,books4less (Versandantiquariat Petra Gros GmbH & Co. KG),Koblenz,,Germany,"gebundene Ausgabe. Condition: Gut. 55 Seiten; Das hier angebotene Buch stammt aus einer teilaufgelösten wissenschaftlichen Bibliothek und trägt die entsprechenden Kennzeichnungen (Rückenschild, Instituts-Stempel.); Schnitt und Einband sind etwas staubschmutzig; der Buchzustand ist ansonsten ordentlich und dem Alter entsprechend gut. In ENGLISCHER Sprache. Sprache: Deutsch Gewicht in Gramm: 200. ",,UsedCondition,,,The British Council,1964.0,InStock,abebooks -  - early work,False,False
Luther: Early Theological Works (Library of Christian Classics),,2.99,USD,Books From California,Simi Valley,CA,U.S.A.,Paperback. Condition: Good. ,Paperback,UsedCondition,,9780664241667,Westminster John Knox Press,2006.0,InStock,abebooks -  - early work,False,False
"What is Work?: Gender at the Crossroads of Home, Family, and Business from the Early Modern Era to the Present (International Studies in Social History)",,2.99,USD,Books From California,Simi Valley,CA,U.S.A.,Hardcover. Condition: Fine. ,Hardcover,UsedCondition,,9781785339110,Berghahn Books,2018.0,InStock,abebooks -  - early work,False,False
Truth In The Inward Parts: The Work of God in the Souls of Ten Early Quakers (MSF Early Quaker Series),"Henderson, Jason R.",2.99,USD,Books From California,Simi Valley,CA,U.S.A.,Paperback. Condition: Very Good. ,Paperback,UsedCondition,,9781535541084,CreateSpace Independent Publishi,2016.0,InStock,abebooks -  - early work,False,False
The Early and Later Work of Aubrey Beardsley. 2 volumes,"MARILLIER, H.C., intro",2.99,USD,Books From California,Simi Valley,CA,U.S.A.,Hardcover. Condition: Good. 2 volume set complete.Dust jacket and edges shows light shelf wear. Pages are clean and intact. ,Hardcover,UsedCondition,,,Da Capo,1967.0,InStock,abebooks -  - early work,False,False
Safe Conduct -- An Early Autobiography and Other Works,,4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. Former library book; may include library markings. Used book that is in clean, average condition without any missing pages. ",,UsedCondition,,,,,InStock,abebooks -  - early work,False,False
What Works : An Introductory Teacher Guide for Early Language and Emergent Literacy Instruction,"Family Literacy, National Center for",4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,Condition: As New. Used book that is in almost brand-new condition. ,Paperback,UsedCondition,,9781490415383,CreateSpace Independent Publishing Platform,2013.0,InStock,abebooks -  - early work,False,False
The early work of Aubrey Beardsley,,4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. Used book that is in clean, average condition without any missing pages. ",,UsedCondition,,,,,InStock,abebooks -  - early work,False,False
Early America at work;: A pictorial guide to our vanishing occupations,,4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. Used book that is in clean, average condition without any missing pages. ",,UsedCondition,,,,,InStock,abebooks -  - early work,False,False
Work and Labor in Early America,,4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. Former library book; may include library markings. Used book that is in clean, average condition without any missing pages. ",Paperback,UsedCondition,,9780807817988,University of North Carolina Press,1988.0,InStock,abebooks -  - early work,False,False
An Artist in the Rigging : The Early Work of Herman Melville,"Dillingham, William B.",4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. Former library book; may include library markings. Used book that is in clean, average condition without any missing pages. ",Hardcover,UsedCondition,,9780820302768,University of Georgia Press,1972.0,InStock,abebooks -  - early work,False,False
Paul Almasy : Early Work,"Almásy, Paul",4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,Condition: Very Good. Former library book; may include library markings. Used book that is in excellent condition. May show signs of wear or have minor defects. ,Hardcover,UsedCondition,,9783899041743,Braus Im Wachter-Verlag Gmbh Edn,2005.0,InStock,abebooks -  - early work,False,False
"From Birth to Backing : Give Your Horse a Head Start in Life by Using the Appropriate Body Language, from the Initial Join-Up Right Through to Early Ridden Work","Maxwell, Richard, Sharples, Johanna",4.5,USD,Better World Books,Mishawaka,IN,U.S.A.,Condition: Very Good. Used book that is in excellent condition. May show signs of wear or have minor defects. ,Hardcover,UsedCondition,,9781570761201,Trafalgar Square Books,1998.0,InStock,abebooks -  - early work,False,False
"Voice of a City : The Edmonton Journal's First Century, 1903 to 2003","Horton, Marc, Collum, Peter, Sass, Bill",4.5,USD,Better World Books: West,Reno,NV,U.S.A.,"Condition: Good. First Edition. Used book that is in clean, average condition without any missing pages. ",Hardcover,UsedCondition,First Edition.,9780969018438,Edmonton Journal,2003.0,InStock,abebooks - horton - voice of city edmonton journal 1903 2003,False,False
"Voice of a City: The Edmonton Journal's First Century, 1903 to 2003",Marc Horton,20.0,USD,Edmonton Book Store,Edmonton,AB,Canada,Condition: Very Good. Dust Jacket Condition: Very Good. 4to pp. 416. book. ,Hardcover,UsedCondition,,9780969018438,"Edmonton Journal, Edmonton,",2003.0,InStock,abebooks - horton - voice of city edmonton journal 1903 2003,True,False
Voice of a City : The Edmonton Journal's First Century 1903 to 2003,"Horton, Marc and Bill Sass",20.25,USD,Alhambra Books,Edmonton,AB,Canada,"Hardcover. Condition: Very Good. Dust Jacket Condition: Very Good. 416 pp, index, photos. Dj has light rubbing and edgewear. Boards have edgewear, lightly bumped corners. ",Hardcover,UsedCondition,,9780969018438,"Edmonton Journal Group, Edmonton, Alberta",2003.0,InStock,abebooks - horton - voice of city edmonton journal 1903 2003,True,False
Voice of a City the Edmonton Journal's First Century 1903 - 2003,"Horton, Marc & Sass, Bill",10.0,USD,Chequamegon Books,Washburn,WI,U.S.A.,"Hardcover. Condition: Fine in Fine dust jacket. Peter Collum editor, Rick Pape Designer, Patricia Beuerlein Reseacher. 416 pages. shipping will be extra for this large and heavy book, please inquire. ; 9 1/2 x 12 1/4 "". ",Hardcover,UsedCondition,,9780969018438,"Edmonton Journal Group Inc, Edmonton Alberta Canada",2003.0,InStock,abebooks - horton - voice of city edmonton journal 1903 2003,False,False
Voice of a City: The Edmonton Journal's First Century 1903 to 2003,Horton Marc,45.5,USD,Empire Books,Victoria,BC,Canada,"Cloth. Condition: Fine/As New. First Edition, First Printing. ",Hardcover,UsedCondition,"First Edition, First Printing",9780969018438,"Edmonton Journal Group Inc., Edmonton",2003.0,InStock,abebooks - horton - voice of city edmonton journal 1903 2003,False,False
Mighty Missionary of the Pacific,David W Cummings,5.0,USD,The Book Garden,Bountiful,UT,U.S.A.,Paperback. Condition: Fair - Cash. Stock photos may not look exactly like the book. ,Paperback,UsedCondition,,,Bookcraft January 1961,1961.0,InStock,abebooks - cummings - mighty missionary pacific,False,False
Mighty Missionary of the Pacific,DAVID W. CUMMINGS,6.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Good - Cash. No Jacket. General use wear, surface and edges rubbed. Corners bumped and show wear. Pages show reader wear. Corners are bumped. Previous owner's name inside. Secure pages, solid binding. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,9789110331150,"Bookcraft, Inc.",1961.0,InStock,abebooks - cummings - mighty missionary pacific,False,False
"Mighty missionary of the Pacific ;: The building program of the Church of Jesus Christ of Latter-Day Saints, its history, scope, and significance","Cummings, David W",13.56,USD,ThriftBooks-Atlanta,AUSTELL,GA,U.S.A.,"Hardcover. Condition: Good. No Jacket. Missing dust jacket; Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Hardcover,UsedCondition,,,Bookcraft,,InStock,abebooks - cummings - mighty missionary pacific,False,False
"Mighty missionary of the Pacific ;: The building program of the Church of Jesus Christ of Latter-Day Saints, its history, scope, and significance","Cummings, David W",25.22,USD,World of Rare Books,Goring-by-Sea,SXW,United Kingdom,Condition: Fair. 1961. No Edition Remarks. 344 pages. No dust jacket. Tan cloth with green lettering. Binding remains firm.Pages are moderately tanned. Boards have light edge-wear with slight rubbing to surfaces and spine is presentable with minimal crushing and tanning. ,Hardcover,UsedCondition,,,Bookcraft,1961.0,InStock,abebooks - cummings - mighty missionary pacific,False,False
"Mighty missionary of the Pacific ;: The building program of the Church of Jesus Christ of Latter-Day Saints, its history, scope, and significance","Cummings, David W",15.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Dust Jacket Condition: Fair. Minor rubbing and edge wear to cover, with light reader wear to pages. Still great condition. DJ has surface rubbing, and edgewear. Large tear and missing pieces to the back of jacket. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,,Bookcraft January 1961,1961.0,InStock,abebooks - cummings - mighty missionary pacific,False,False
"Mighty Missionary of the Pacific: The Building Program of the Church of Jesus Christ of Latter-Day Saints - Its History, scope and Significance","CUMMINGS, DAVID W.",12.83,USD,Hard to Find Books NZ (Internet) Ltd.,Dunedin,OTAGO,New Zealand,"Super octavo hardcover (VG) in d/w (VG-); all our specials have minimal description to keep listing them viable. They are at least reading copies, complete and in reasonable condition, but usually secondhand; frequently they are superior examples. Ordering more than one book may reduce your overall postage costs. ",Hardcover,UsedCondition,,,Bookcraft 1961,1961.0,InStock,abebooks - cummings - mighty missionary pacific,False,False
Mighty Missionary of the Pacific,"Cummings, David W.",31.25,USD,The Book Bin,Salem,OR,U.S.A.,"Hardcover. Condition: Very Good. Very good in quite chipped dj. Cloth 8vo. Labor missionaries of the LDS church, and their work building churches and schools in the south Pacific. 344pp. Index. B/w frontis, photos. > Language: English | > Size: 8vo | > Media/Binding: Hardcover |. ",Hardcover,UsedCondition,,,"Bookcraft., Salt Lake City.",,InStock,abebooks - cummings - mighty missionary pacific,False,False
"Mighty missionary of the Pacific ;: The building program of the Church of Jesus Christ of Latter-Day Saints, its history, scope, and significance","Cummings, David W",60.0,USD,ThriftBooksVintage,Tukwila,WA,U.S.A.,"Hardcover. Condition: Good. No Jacket. Shelf and handling wear to cover and binding, with general signs of previous use. Shelf and handling wear to boards and binding with general signs of previous use. Internally clean with a tight binding. Dust jacket in protective Mylar. Secure packaging for safe delivery. ",Hardcover,UsedCondition,,,Bookcraft,,InStock,abebooks - cummings - mighty missionary pacific,False,False
A Planting of the Lord: A Century of the Latter-day Saints in Raymond 1901-2001,"Reed (Editor, Preface) Turner",15.99,USD,HPB-Red,Dallas,TX,U.S.A.,"hardcover. Condition: Good. Connecting readers with great books since 1972! Used textbooks may not include companion materials such as access codes, etc. May have some wear or writing/highlighting. We ship orders daily and Customer Service is our top priority!. ",Hardcover,UsedCondition,,9780968969106,Raymond Alberta Stake of the Chu,2001.0,InStock,abebooks - reed - planting lord raymond,False,False
A Planting of the Lord: A Century of the Latter-day Saints in Raymond 1901-2001,Preface) Turner Reed (Editor,25.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Light rubbing and edge wear to the cover. Still great condition. Has some light scuff marks on the front cover. Unmarked pages. Secure pages, solid binding. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,9780968969106,Raymond Alberta Stake of the Church of Jesus Christ of Latter-Day Saints January 2001,2001.0,InStock,abebooks - reed - planting lord raymond,False,False
"A Planting of the Lord; A Century of the Latter-Day Saints in Raymond, 1901-2001","Turner, Reed (Editor, Preface)",31.27,USD,Spafford Books (ABAC / ILAB),Regina,SK,Canada,"[0-9689691-0-0] 2001, 1st edition, 1st printing. (hardcover) Near fine. Issued without dust jacket. x, 790pp. 8vo. Foot of spine bumped at foot, small 1"" split in paper at foot of front hinge. Small superficial surface rub to front cover. Else fine. Tight, bright, and clean. CD in pouch at rear. ",Hardcover,UsedCondition,,9780968969106,"Raymond Alberta Stake of the Church of Jesus Christ of Latter-Day Saints, Raymond, AB",,InStock,abebooks - reed - planting lord raymond,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,5.03,USD,SecondSale,Montgomery,IL,U.S.A.,"Condition: Very Good. Item in good condition. Textbooks may not include supplemental items i.e. CDs, access codes etc. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,5.05,USD,Pro Quo Books,Toledo,OH,U.S.A.,"Hardcover. Condition: GOOD. Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,5.05,USD,Discover Books,Toledo,OH,U.S.A.,"Hardcover. Condition: GOOD. Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist,"Eyring, Henry",5.98,USD,Better World Books: West,Reno,NV,U.S.A.,Condition: Very Good. Used book that is in excellent condition. May show signs of wear or have minor defects. ,Hardcover,UsedCondition,,9781590388549,Deseret Book Company,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,5.69,USD,Wonder Book,Frederick,MD,U.S.A.,"Condition: Good. Good condition. Very Good dust jacket. A copy that has been read but remains intact. May contain markings such as bookplates, stamps, limited notes and highlighting, or a few light stains. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,12.38,USD,Discover Books,Toledo,OH,U.S.A.,"Paperback. Condition: GOOD. Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included. ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,HENRY J. EYRING,7.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Dust Jacket Condition: Very Good. Minor rubbing and edge wear to cover, with light reader wear to pages. Still great condition. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,9781590388549,Deseret Book February 2008,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,HENRY J. EYRING,8.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Dust Jacket Condition: Very Good. Minor rubbing and edge wear to cover, with light reader wear to pages. Still great condition. Dust jacket has minor surface and edgewear. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,9781590388549,Deseret Book February 2008,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,HENRY J. EYRING,10.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Dust Jacket Condition: Very Good. Light use wear to cover and edges. Unmarked text, secure binding. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,9781590388549,Deseret Book February 2008,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,18.0,USD,Edmonton Book Store,Edmonton,AB,Canada,"Condition: Very Good. Dust Jacket Condition: Very Good. 8vo pp. xxi, 330. Gift inscription on fep. book. ",Hardcover,UsedCondition,,9781590388549,"Deseret Book Company, Salt Lake City",2007.0,InStock,abebooks - eyring - mormon scientist,True,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,6.87,USD,Books Unplugged,Amherst,NY,U.S.A.,"Condition: Good. Buy with confidence! Book is in good condition with minor wear to the pages, binding, and minor marks within. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,HENRY J. EYRING,12.0,USD,The Book Garden,Bountiful,UT,U.S.A.,"Hardcover. Condition: Very Good - Cash. Dust Jacket Condition: Very Good. Minor rubbing and edge wear to cover, with light reader wear to pages. Still great condition. Stock photos may not look exactly like the book. ",Hardcover,UsedCondition,,9781590388549,Deseret Book February 2008,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,2.68,USD,Bargain Treasures,Iona,ID,U.S.A.,Hardcover. Condition: Very Good. Has signatures for gift on front flyleaf. Customer service is our goal!. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,16.96,USD,Book Deals,Tucson,AZ,U.S.A.,"Condition: Fair. Acceptable/Fair condition. Book is worn, but the pages are complete, and the text is legible. Has wear to binding and pages, may be ex-library. ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,16.96,USD,Book Deals,Tucson,AZ,U.S.A.,"Condition: Very Good. Very Good condition. Shows only minor signs of wear, and very minimal markings inside (if any). ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.71,USD,Idaho Youth Ranch Books,Boise,ID,U.S.A.,"Condition: Very Good. A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting. The spine remains undamaged. There are no stickers on book or rips in dust cover. ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,16.96,USD,Books Unplugged,Amherst,NY,U.S.A.,"Condition: Good. Buy with confidence! Book is in good condition with minor wear to the pages, binding, and minor marks within. ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
MORMON SCIENTIST - The Life and Faith of Henry Eyring,"Eyring, Henry J",15.0,USD,Confetti Antiques & Books,Spanish Fork,UT,U.S.A.,"Hardcover. Condition: Very Good. Dust Jacket Condition: Very Good Dust Jacket. Cover has some light edge and corner wear. ; Twice in the final years of his life, Elder Neal A. Maxwell told a grandson of Henry Eyring's, ""You need to write your grandfather's story."" This is that story of Henry Eyring, perhaps the Church's most acclaimed scientist. It is a book about science and Mormonism, written to be easily understood by newcomers to both subjects. It demonstrates why one of the Church's highest- profile intellectuals was also one of its humblest believers. In fact, this story of Henry Eyring shows how intellect and belief go hand- in- hand and how simple, faithful people can change the world. ; 1.2 x 9.1 x 6.1 Inches; 330 pages; ",Hardcover,UsedCondition,,9781590388549,"Deseret Book, Salt Lake City, UT",2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,20.91,USD,Irish Booksellers,Portland,ME,U.S.A.,"Condition: Good. Shipping WORLDWIDE daily from the USA, USED books are in GOOD condition with different signs of use, might not include supplemental materials such as CDs, Dvds, Access Codes, charts or any other extra material. Used books might have various degrees of writing or highliting inside. book. ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.95,USD,Lexington Books Inc,Idaho Falls,ID,U.S.A.,Hardcover. Condition: Very Good. VG in VG dj; Contents are tight and clean. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.95,USD,Lexington Books Inc,Idaho Falls,ID,U.S.A.,Hardcover. Condition: Very Good. VG in VG dj; Contents are tight and clean. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.95,USD,Lexington Books Inc,Idaho Falls,ID,U.S.A.,Hardcover. Condition: Very Good. VG in VG dj; Contents are tight and clean. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.95,USD,Lexington Books Inc,Idaho Falls,ID,U.S.A.,Hardcover. Condition: Very Good. VG in VG dj; Contents are tight and clean. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.95,USD,Lexington Books Inc,Idaho Falls,ID,U.S.A.,Hardcover. Condition: Very Good. VG in VG dj; Contents are tight and clean. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.95,USD,Lexington Books Inc,Idaho Falls,ID,U.S.A.,Hardcover. Condition: Very Good. ,Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,25.06,USD,GoldBooks,Austin,TX,U.S.A.,Paperback. Condition: very good. very good. ,Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,16.99,USD,LowKeyBooks,Sumas,WA,U.S.A.,Paperback. Condition: Good. Item is in good condition. Some moderate creases and wear. This item may not come with CDs or additional parts including access codes for textbooks. Might be an ex-library copy and contain writing/highlighting. Photos are stock pictures and not of the actual item. ,Paperback,UsedCondition,,9781629722092,Deseret Book Company 1805-01-01,1805.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,4.93,USD,Jenson Books Inc,Logan,UT,U.S.A.,"hardcover. Condition: Acceptable. This item is fairly worn, but continues to work perfectly. Signs of wear can include aesthetic issues such as scratches, dents, worn corners, bends, tears, small stains, and partial water damage. All pages and the cover are intact, but the dust cover may be missing, if applicable. Pages may include excessive notes and highlighting, but the text is not obscured or unreadable. Satisfaction Guaranteed. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,5.99,USD,HPB-Ruby,Dallas,TX,U.S.A.,"hardcover. Condition: Very Good. Connecting readers with great books since 1972! Used books may not include companion materials, and may have some shelf wear or limited writing. We ship orders daily and Customer Service is our top priority!. ",Hardcover,UsedCondition,,9781590388549,Deseret Book,2008.0,InStock,abebooks - eyring - mormon scientist,False,False
Mormon Scientist: The Life and Faith of Henry Eyring,Henry J. Eyring,8.52,USD,HPB-Ruby,Dallas,TX,U.S.A.,"paperback. Condition: Very Good. Connecting readers with great books since 1972! Used books may not include companion materials, and may have some shelf wear or limited writing. We ship orders daily and Customer Service is our top priority!. ",Paperback,UsedCondition,,9781629722092,Deseret Book Company,2016.0,InStock,abebooks - eyring - mormon scientist,False,False
Experiences in Visual Thinking,Robert H. McKim,12.27,USD,SecondSale,Montgomery,IL,U.S.A.,"Condition: Good. Item in good condition. Textbooks may not include supplemental items i.e. CDs, access codes etc. ",,UsedCondition,,9780818500312,Brooks/Cole Pub. Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert H.",12.29,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. Former library book; may include library markings. Used book that is in clean, average condition without any missing pages. ",,UsedCondition,,9780818500312,Brooks / Cole Publishing Co,1972.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"Mckim, Robert H.",17.6,USD,Anybook.com,Lincoln,,United Kingdom,"Condition: Poor. This is an ex-library book and may have the usual library/used-book markings inside.This book has soft covers. Book contains pencil markings. In poor condition, suitable as a reading copy. Please note the Image in this listing is a stock photo and may not match the covers of the actual item,600grams, ISBN:081850031X. ",Paperback,UsedCondition,,9780818500312,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
"Experiences in Visual Thinking, 2nd edition",Robert H. McKim,25.8,USD,Discover Books,Toledo,OH,U.S.A.,"Paperback. Condition: POOR. Noticeably used book. Heavy wear to cover. Pages contain marginal notes, underlining, and or highlighting. Possible ex library copy, with all the markings/stickers of that library. Accessories such as CD, codes, toys, and dust jackets may not be included. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.68,USD,ThriftBooks-Reno,Reno,NV,U.S.A.,"Paperback. Condition: Good. No Jacket. Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.68,USD,ThriftBooks-Reno,Reno,NV,U.S.A.,"Paperback. Condition: Fair. No Jacket. Readable copy. Pages may have considerable notes/highlighting. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.68,USD,ThriftBooks-Phoenix,Phoenix,AZ,U.S.A.,"Paperback. Condition: Fair. No Jacket. Readable copy. Pages may have considerable notes/highlighting. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.7,USD,ThriftBooks-Dallas,Dallas,TX,U.S.A.,"Paperback. Condition: Fair. No Jacket. Readable copy. Pages may have considerable notes/highlighting. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.7,USD,ThriftBooks-Dallas,Dallas,TX,U.S.A.,"Paperback. Condition: Good. No Jacket. Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.7,USD,ThriftBooks-Atlanta,AUSTELL,GA,U.S.A.,"Paperback. Condition: Good. No Jacket. Pages can have notes/highlighting. Spine may show signs of wear. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
Experiences in Visual Thinking,"McKim, Robert",21.7,USD,ThriftBooks-Atlanta,AUSTELL,GA,U.S.A.,"Paperback. Condition: Fair. No Jacket. Readable copy. Pages may have considerable notes/highlighting. ~ ThriftBooks: Read More, Spend Less. ",Paperback,UsedCondition,,9780818504112,Cengage Learning,1980.0,InStock,abebooks - mckim - experiences visual thinking,False,False
